instance_id,repo,created_at,arm,model,model_ids_observed,resolved,total_cost_usd,prompt_side_tokens,completion_tokens,opus_prompt_tokens,opus_completion_tokens,opus_cost_usd,sonnet_prompt_tokens,sonnet_completion_tokens,sonnet_cost_usd,haiku_prompt_tokens,haiku_completion_tokens,haiku_cost_usd,n_turns,wall_clock_s,status,swap_fired,model_pin_ok,model_pin_drift,resolved_verdict_source,patch_empty,result_dir
openai__openai-agents-python-1636,openai/openai-agents-python,2025-09-02 09:55:04,opus-shipped,claude-opus-4-8,claude-opus-4-8,1,0.29826575,291618,2623,291618,2623,0.29826575,0,0,0.0,0,0,0.0,12,60.35,ok,False,True,,jobs_vehicle/results/opus-shipped/openai__openai-agents-python-1636/eval/openai__openai-agents-python-1636/report.json,False,jobs_vehicle/results/opus-shipped/openai__openai-agents-python-1636
openai__openai-agents-python-1633,openai/openai-agents-python,2025-09-02 01:10:29,opus-shipped,claude-opus-4-8,claude-opus-4-8,0,1.35584,1373379,16843,1373379,16843,1.35584,0,0,0.0,0,0,0.0,34,274.59,ok,False,True,,jobs_vehicle/results/opus-shipped/openai__openai-agents-python-1633/eval/openai__openai-agents-python-1633/report.json,False,jobs_vehicle/results/opus-shipped/openai__openai-agents-python-1633
stanfordnlp__dspy-8739,stanfordnlp/dspy,2025-08-30 07:39:31,opus-shipped,claude-opus-4-8,claude-opus-4-8,0,0.30532525,250851,3389,250851,3389,0.30532525,0,0,0.0,0,0,0.0,10,60.2,ok,False,True,,jobs_vehicle/results/opus-shipped/stanfordnlp__dspy-8739/eval/stanfordnlp__dspy-8739/report.json,False,jobs_vehicle/results/opus-shipped/stanfordnlp__dspy-8739
openai__openai-agents-python-1619,openai/openai-agents-python,2025-08-29 21:02:29,opus-shipped,claude-opus-4-8,claude-opus-4-8,1,0.41040474999999993,423731,3786,423731,3786,0.41040474999999993,0,0,0.0,0,0,0.0,16,72.43,ok,False,True,,jobs_vehicle/results/opus-shipped/openai__openai-agents-python-1619/eval/openai__openai-agents-python-1619/report.json,False,jobs_vehicle/results/opus-shipped/openai__openai-agents-python-1619
django-guardian__django-guardian-899,django-guardian/django-guardian,2025-08-29 08:55:48,opus-shipped,claude-opus-4-8,claude-opus-4-8,1,0.35836625,329977,4448,329977,4448,0.35836625,0,0,0.0,0,0,0.0,14,90.4,ok,False,True,,jobs_vehicle/results/opus-shipped/django-guardian__django-guardian-899/eval/django-guardian__django-guardian-899/report.json,False,jobs_vehicle/results/opus-shipped/django-guardian__django-guardian-899
django-guardian__django-guardian-896,django-guardian/django-guardian,2025-08-28 23:07:44,opus-shipped,claude-opus-4-8,claude-opus-4-8,0,0.6609380000000001,679600,8185,679600,8185,0.6609380000000001,0,0,0.0,0,0,0.0,24,169.03,ok,False,True,,jobs_vehicle/results/opus-shipped/django-guardian__django-guardian-896/eval/django-guardian__django-guardian-896/report.json,False,jobs_vehicle/results/opus-shipped/django-guardian__django-guardian-896
a2aproject__a2a-python-443,a2aproject/a2a-python,2025-08-28 21:39:11,opus-shipped,claude-opus-4-8,claude-opus-4-8,0,1.3184502500000002,1608305,11303,1608305,11303,1.3184502500000002,0,0,0.0,0,0,0.0,38,200.92,ok,False,True,,jobs_vehicle/results/opus-shipped/a2aproject__a2a-python-443/eval/a2aproject__a2a-python-443/report.json,False,jobs_vehicle/results/opus-shipped/a2aproject__a2a-python-443
openai__openai-agents-python-1601,openai/openai-agents-python,2025-08-28 05:18:26,opus-shipped,claude-opus-4-8,claude-opus-4-8,0,1.3638774999999999,1494074,15978,1494074,15978,1.3638774999999999,0,0,0.0,0,0,0.0,45,292.39,ok,False,True,,jobs_vehicle/results/opus-shipped/openai__openai-agents-python-1601/eval/openai__openai-agents-python-1601/report.json,False,jobs_vehicle/results/opus-shipped/openai__openai-agents-python-1601
QuantEcon__QuantEcon.py-797,QuantEcon/QuantEcon.py,2025-08-27 23:56:06,opus-shipped,claude-opus-4-8,claude-opus-4-8,0,0.25278375000000003,110254,4633,110254,4633,0.25278375000000003,0,0,0.0,0,0,0.0,5,54.38,ok,False,True,,jobs_vehicle/results/opus-shipped/QuantEcon__QuantEcon.py-797/eval/QuantEcon__QuantEcon.py-797/report.json,False,jobs_vehicle/results/opus-shipped/QuantEcon__QuantEcon.py-797
pex-tool__pex-2888,pex-tool/pex,2025-08-27 19:57:49,opus-shipped,claude-opus-4-8,claude-opus-4-8,0,0.6630309999999999,623227,5959,623227,5959,0.6630309999999999,0,0,0.0,0,0,0.0,17,108.63,ok,False,True,,jobs_vehicle/results/opus-shipped/pex-tool__pex-2888/eval/pex-tool__pex-2888/report.json,False,jobs_vehicle/results/opus-shipped/pex-tool__pex-2888
